--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\Lenovo\AppData\Local\Temp\tmp4yfzxtjk_cropped.png	246                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmp5hwlv8uh_cropped.png	quality                  	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmp5upx6yhv_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp6yxecu_d_cropped.png	sodium                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmp7m9ws1ck_cropped.png	per                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp8elliqwq_cropped.png	neo                      	0.9270
C:\Users\Lenovo\AppData\Local\Temp\tmp8gs_pz91_cropped.png	servingsuggestion        	0.5842
C:\Users\Lenovo\AppData\Local\Temp\tmp8pxwf45k_cropped.png	calories                 	0.9965
C:\Users\Lenovo\AppData\Local\Temp\tmp9be4yq5n_cropped.png	x                        	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmp9l8g0jts_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp76nzkml6_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpcfi1la1z_cropped.png	package                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpes_9rvdd_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpf0f8zm9s_cropped.png	net                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpfcsn473y_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmphahswz74_cropped.png	r                        	0.1939
C:\Users\Lenovo\AppData\Local\Temp\tmpies_5mif_cropped.png	310                      	0.9989
C:\Users\Lenovo\AppData\Local\Temp\tmpiyajkps5_cropped.png	9770                     	0.5092
C:\Users\Lenovo\AppData\Local\Temp\tmpkqrzj_pz_cropped.png	satfat                   	0.8861
C:\Users\Lenovo\AppData\Local\Temp\tmplm1_e1px_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpmexjmjor_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpmy1_5eb3_cropped.png	spicei                   	0.6859
C:\Users\Lenovo\AppData\Local\Temp\tmpob2oye5j_cropped.png	25000                    	0.0703
C:\Users\Lenovo\AppData\Local\Temp\tmpprdqb17q_cropped.png	made                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpqetsa1if_cropped.png	monute                   	0.1894
C:\Users\Lenovo\AppData\Local\Temp\tmpr7tz0nar_cropped.png	noodlesh                 	0.4092
C:\Users\Lenovo\AppData\Local\Temp\tmpshrv0cja_cropped.png	mixpacket                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpu0qrv7og_cropped.png	spices                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpz1b9prli_cropped.png	sugars                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpzaxzv8na_cropped.png	with                     	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpze371z3q_cropped.png	pack                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1vx8dgwv_cropped.png	cce                      	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp5h_zbsf5_cropped.png	fa                       	0.2535
C:\Users\Lenovo\AppData\Local\Temp\tmp6_91bmgj_cropped.png	acchrat                  	0.0053
C:\Users\Lenovo\AppData\Local\Temp\tmp371ziidw_cropped.png	potemitic                	0.0001
C:\Users\Lenovo\AppData\Local\Temp\tmpau1v1n7a_cropped.png	ur                       	0.9592
C:\Users\Lenovo\AppData\Local\Temp\tmpazqf74lw_cropped.png	gratist                  	0.0075
C:\Users\Lenovo\AppData\Local\Temp\tmpbskd4cu4_cropped.png	uscil                    	0.7140
C:\Users\Lenovo\AppData\Local\Temp\tmpe8b3qfyc_cropped.png	fack                     	0.2057
C:\Users\Lenovo\AppData\Local\Temp\tmpfb_dqkqw_cropped.png	navneet                  	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmpfkzkusbj_cropped.png	pattern                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpihjskazw_cropped.png	tate                     	0.3165
C:\Users\Lenovo\AppData\Local\Temp\tmpji2hdhwy_cropped.png	rateutu                  	0.0218
C:\Users\Lenovo\AppData\Local\Temp\tmpnuncvcn7_cropped.png	unouged                  	0.0217
C:\Users\Lenovo\AppData\Local\Temp\tmpr39q83cl_cropped.png	theii                    	0.1459
C:\Users\Lenovo\AppData\Local\Temp\tmps_g6dk1o_cropped.png	gleadi                   	0.0323
C:\Users\Lenovo\AppData\Local\Temp\tmpti1z2pjg_cropped.png	situtical                	0.0272
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp06fsj9pk_cropped.png	chase                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_epb8r9k_cropped.png	code                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpbdzh7wqt_cropped.png	co                       	0.5462
C:\Users\Lenovo\AppData\Local\Temp\tmpjhhdegnm_cropped.png	jpmorgan                 	0.9954
C:\Users\Lenovo\AppData\Local\Temp\tmpkqq0fnb9_cropped.png	p                        	0.4174
C:\Users\Lenovo\AppData\Local\Temp\tmptiklw4wq_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpws6_fs51_cropped.png	good                     	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1fvl_m5u_cropped.png	753tf                    	0.9545
C:\Users\Lenovo\AppData\Local\Temp\tmp31cbhri0_cropped.png	onthelandoflama          	0.6436
C:\Users\Lenovo\AppData\Local\Temp\tmp77vkkg8h_cropped.png	51rcc                    	0.7868
C:\Users\Lenovo\AppData\Local\Temp\tmpbfpybllt_cropped.png	sorganisation            	0.3533
C:\Users\Lenovo\AppData\Local\Temp\tmpdir1irgx_cropped.png	don                      	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpeap17ltj_cropped.png	border                   	0.9948
C:\Users\Lenovo\AppData\Local\Temp\tmpjfacb5rn_cropped.png	gama                     	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmplle3u_25_cropped.png	road                     	0.9921
C:\Users\Lenovo\AppData\Local\Temp\tmpz61vbi_p_cropped.png	tbecome                  	0.9405
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1ts49hi0_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmp9q5h5ia2_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpb0o368kc_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpb5ru4ww3_cropped.png	videel                   	0.0120
C:\Users\Lenovo\AppData\Local\Temp\tmpf854awhe_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpjrr8z1dt_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpl4wka_a5_cropped.png	lollege                  	0.4580
C:\Users\Lenovo\AppData\Local\Temp\tmprnt1uoiu_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmps8yzyhi2_cropped.png	chandigarh               	0.9959
C:\Users\Lenovo\AppData\Local\Temp\tmpwofgb7v4_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpwyo9c_y__cropped.png	to                       	0.9672
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9pafkmtj_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpfll86wz6_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpk97yk7i7_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpkcevuu7o_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpkxz6har6_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmplfth10j1_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpq91rr4jl_cropped.png	handigarh                	0.6740
C:\Users\Lenovo\AppData\Local\Temp\tmpq305s26e_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpsb5fnzwo_cropped.png	chandigarh               	0.9985
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp995eodnm_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpb0yce7oq_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpcdz5hz5w_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpdisg8opd_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpe75zms9o_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpkkbn_6ri_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpn3_jn4o3_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpv3mv6azx_cropped.png	videel                   	0.0120
C:\Users\Lenovo\AppData\Local\Temp\tmpvotdyb6c_cropped.png	lollege                  	0.4580
C:\Users\Lenovo\AppData\Local\Temp\tmpxap87jf2_cropped.png	chandigarh               	0.9959
C:\Users\Lenovo\AppData\Local\Temp\tmpxz47ib5u_cropped.png	engineering              	0.9994
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0f_di4h1_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpaawpl803_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpizqtjyld_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpj5z7wb1y_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpmfbudmj5_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpoawktn7f_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmppro5mahb_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmppx3nem6s_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpxazjfxp5_cropped.png	handigarh                	0.6740
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3uwvs2jd_cropped.png	drive                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp05s3v6s6_cropped.png	n                        	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpep063a_7_cropped.png	you                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpfi6xck_n_cropped.png	welcomes                 	0.9775
C:\Users\Lenovo\AppData\Local\Temp\tmpj3o54yq8_cropped.png	mivindia                 	0.9766
C:\Users\Lenovo\AppData\Local\Temp\tmpjo0j6g5__cropped.png	will                     	0.2192
C:\Users\Lenovo\AppData\Local\Temp\tmpn34y95dr_cropped.png	monestractionalized      	0.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpon5h_a56_cropped.png	tnanonorth               	0.2214
C:\Users\Lenovo\AppData\Local\Temp\tmpptk5jmhl_cropped.png	road                     	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpq9bdzmxe_cropped.png	punjab                   	0.9908
C:\Users\Lenovo\AppData\Local\Temp\tmprgebn4mf_cropped.png	zita                     	0.0072
C:\Users\Lenovo\AppData\Local\Temp\tmprz81ejyo_cropped.png	nano                     	0.9917
C:\Users\Lenovo\AppData\Local\Temp\tmpv859ps50_cropped.png	com                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpxbcrsaii_cropped.png	social                   	0.9987
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0p0_r856_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmp2h2gfjcd_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp5wh8_5xu_cropped.png	care                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp5x07t9zt_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmp39xgozbu_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp59a6fmg5_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp821_qbpj_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_97b7iea_cropped.png	of                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp_ixptwhb_cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpb52c1qup_cropped.png	26                       	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpc638hgi4_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpdap5d6td_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpi2m69scb_cropped.png	institute                	0.9654
C:\Users\Lenovo\AppData\Local\Temp\tmpij45y58t_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpjfqxw3gg_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmplsdvv5vf_cropped.png	phi                      	0.6304
C:\Users\Lenovo\AppData\Local\Temp\tmpmxb40v0i_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpnd_c179b_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpqkhwl32j_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmps8cilxct_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmps_cla_l6_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmpud9hh994_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpumjwlz9v_cropped.png	society                  	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1vwrlj0y_cropped.png	the                      	0.9978
C:\Users\Lenovo\AppData\Local\Temp\tmp2xegkexm_cropped.png	under                    	0.9981
C:\Users\Lenovo\AppData\Local\Temp\tmp2y7srcv4_cropped.png	ph                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp43lb8sip_cropped.png	the                      	0.8594
C:\Users\Lenovo\AppData\Local\Temp\tmp269gkrsw_cropped.png	forthebling              	0.5416
C:\Users\Lenovo\AppData\Local\Temp\tmpcun_y03k_cropped.png	diz2279115               	0.0087
C:\Users\Lenovo\AppData\Local\Temp\tmpd9ziqqbn_cropped.png	aegis                    	0.9984
C:\Users\Lenovo\AppData\Local\Temp\tmpenb4v_3c_cropped.png	sector                   	0.9460
